site,date,observer,transect,start_time,end_time,temp_C,wind,wind2,sky,floral_visitor_ID,MoreSpecificID,plant_visiting,num_individuals ,notes,associated_media,Cells to the right autofill; don't enter data,temp_F,month,year,temp_Crounded
SBCC,3/4/2022,Xan,,1209,1214,17,2,gusty,partly cloudy,,,,0,no visitors,,Cells to the right autofill; don't enter data,63,3,2022,17
SBCC,3/4/2022,Xan,,1216,1221,17,2,gusty,partly cloudy,HB,,Citrus sp.,2,,,Cells to the right autofill; don't enter data,63,3,2022,17
SBCC,3/4/2022,Xan,,1216,1221,17,2,gusty,partly cloudy,HB,Apis mellifera,Salvia leucophylla,4,,,Cells to the right autofill; don't enter data,63,3,2022,17
SBCC,3/4/2022,Xan,,1240,1245,17,2,gusty,partly cloudy,HB,Apis mellifera,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,63,3,2022,17
SBCC,3/4/2022,Xan,,1240,1245,17,2,gusty,partly cloudy,HB,Apis mellifera,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,63,3,2022,17
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,HLB,,Salvia mellifera,2,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,Fly,Syrphidae,Salvia leucophylla,2,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,Fly,Fly with black thorax/red abdomen,Sisyrinchium bellum,1,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,HB,Apis mellifera,Salvia leucophylla,12,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,SDB,,Sisyrinchium bellum,1,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,HB,Apis mellifera,Salvia mellifera,3,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,SDB,Apis mellifera,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1054,1104,21,1,light breeze,clear,SSB,,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1124,1134,21,1,light breeze,clear,HLB,,Salvia mellifera,2,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1124,1134,21,1,light breeze,clear,Fly,Syrphidae,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1124,1134,21,1,light breeze,clear,HB,Apis mellifera,Salvia leucophylla,10,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,1,1124,1134,21,1,light breeze,clear,SDB,,Sisyrinchium bellum,,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBBG,3/18/2022,Xan,2,1135,1145,22,1,light breeze,clear,HB,Apis mellifera,Salvia 'Bon Bon',5,,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1135,1145,22,1,light breeze,clear,HB,Apis mellifera,Phacelia sp.,6,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1135,1145,22,1,light breeze,clear,Fly,Syrphidae,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1135,1145,22,1,light breeze,clear,SDB,,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1153,1203,22,1,light breeze,clear,HB,Apis mellifera,Salvia 'Bon Bon',7,,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1153,1203,22,1,light breeze,clear,HB,Apis mellifera,Phacelia sp.,6,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1153,1203,22,1,light breeze,clear,SDB,,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1153,1203,22,1,light breeze,clear,Fly,Bombyliidae,Salvia 'Bon Bon',1,,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1153,1203,22,1,light breeze,clear,SDB,,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,72,3,2022,22
SBBG,3/18/2022,Xan,2,1153,1203,22,1,light breeze,clear,Wasp,Yellow Striped Wasp,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,72,3,2022,22
Mesa Harmony,3/23/2022,Xan,1,1424,1434,20,1,light breeze,clear,HB,Apis mellifera,Lavandula stoechas,6,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/23/2022,Xan,1,1424,1434,20,1,light breeze,clear,HB,Apis mellifera,Ceanothus sp.,2,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/23/2022,Xan,1,1424,1434,20,1,light breeze,clear,HB,Apis mellifera,Calendula sp.,1,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/23/2022,Xan,1,1545,1555,22,1,light breeze,clear,HB,Apis mellifera,Tropaleolum sp.,1,,,Cells to the right autofill; don't enter data,72,3,2022,22
Mesa Harmony,3/23/2022,Xan,1,1545,1555,22,1,light breeze,clear,Hemiptera,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,72,3,2022,22
Mesa Harmony,3/23/2022,Xan,1,1545,1555,22,1,light breeze,clear,HB,Apis mellifera,Calendula sp.,2,,,Cells to the right autofill; don't enter data,72,3,2022,22
Mesa Harmony,3/23/2022,Xan,1,1545,1555,22,1,light breeze,clear,HB,Apis mellifera,Lavandula stoechas,3,,,Cells to the right autofill; don't enter data,72,3,2022,22
Mesa Harmony,3/23/2022,Xan,2,1442,1452,20,1,light breeze,clear,HB,Apis mellifera,Salvia rosmarinus,3,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/23/2022,Xan,2,1442,1452,20,1,light breeze,clear,HB,Apis mellifera,Calendula sp.,3,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/23/2022,Xan,2,1442,1452,20,1,light breeze,clear,SDB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/23/2022,Xan,2,1442,1452,20,1,light breeze,clear,UFI,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/23/2022,Xan,2,1544,1555,22,1,light breeze,clear,HB,Apis mellifera,Salvia rosmarinus,3,,,Cells to the right autofill; don't enter data,72,3,2022,22
Mesa Harmony,3/23/2022,Xan,2,1544,1555,22,1,light breeze,clear,Fly,unkwn fly,Salvia rosmarinus,1,,,Cells to the right autofill; don't enter data,72,3,2022,22
Brad,3/30/2022,Xan,1,1405,1415,17,1,light breeze,partly cloudy,HB,Apis mellifera,Vicia faba,6,,,Cells to the right autofill; don't enter data,63,3,2022,17
Brad,3/30/2022,Xan,1,1405,1415,17,1,light breeze,partly cloudy,Fly,Beefly,Vicia faba,1,,,Cells to the right autofill; don't enter data,63,3,2022,17
Brad,3/30/2022,Xan,1,1405,1415,17,1,light breeze,partly cloudy,Fly,Green Fly,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,63,3,2022,17
Brad,3/30/2022,Xan,2,1347,1357,17,1,light breeze,partly cloudy,Hemiptera,Unkwn plant bug,Calendula sp.,1,,,Cells to the right autofill; don't enter data,63,3,2022,17
Brad,3/30/2022,Xan,2,1347,1357,17,1,light breeze,partly cloudy,Ant,Formicidae,Citrus sp.,11,,,Cells to the right autofill; don't enter data,63,3,2022,17
Brad,3/30/2022,Xan,1,1454,1504,16,1,light breeze,partly cloudy,HB,Apis mellifera,Vicia faba,4,,,Cells to the right autofill; don't enter data,61,3,2022,16
Brad,3/30/2022,Xan,1,1454,1504,16,1,light breeze,partly cloudy,Fly,Green fly,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,61,3,2022,16
Brad,3/30/2022,Xan,2,1430,1441,16,1,light breeze,partly cloudy,Ant,Formicidae,Citrus sp.,6,,,Cells to the right autofill; don't enter data,61,3,2022,16
Brad,3/30/2022,Xan,2,1430,1441,16,1,light breeze,partly cloudy,Fly,Syrphidae,Anagallis avernsis,1,,,Cells to the right autofill; don't enter data,61,3,2022,16
SBCC,4/1/2022,Xan,3,1343,1348,14,1,light breeze,partly cloudy,HB,Apis mellifera,Cistus creticus,1,SBCC transects for this date only walked once.,,Cells to the right autofill; don't enter data,57,4,2022,14
SBCC,4/1/2022,Xan,4,1350,1355,14,1,light breeze,partly cloudy,HB,Apis mellifera,Prunus ilicifolia ssp. lyonii,35,,,Cells to the right autofill; don't enter data,57,4,2022,14
SBCC,4/1/2022,Xan,4,1350,1355,14,1,light breeze,partly cloudy,SDB,,Prunus ilicifolia ssp. lyonii,1,,,Cells to the right autofill; don't enter data,57,4,2022,14
SBCC,4/1/2022,Xan,4,1350,1355,14,1,light breeze,partly cloudy,Fly,Black/Red Fly,Sedum sp.,1,,,Cells to the right autofill; don't enter data,57,4,2022,14
SBCC,4/1/2022,Xan,1,1400,1405,14,1,light breeze,partly cloudy,Fly,Unkown Fly,Calendula sp.,1,,,Cells to the right autofill; don't enter data,57,4,2022,14
SBCC,4/1/2022,Xan,1,1400,1405,14,1,light breeze,partly cloudy,HB,Apis mellifera,Nasturtium sp.,1,,,Cells to the right autofill; don't enter data,57,4,2022,14
SBCC,4/1/2022,Xan,2,1408,1413,14,1,light breeze,partly cloudy,Fly,Syrphidae,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,57,4,2022,14
La Cumbre MS,4/1/2022,Xan,1,1500,1506,17,1,light breeze,partly cloudy,Moth/Butterfly,Caterpillar,Calendula sp.,1,La Cumbre transects for this date only walked once.,,Cells to the right autofill; don't enter data,63,4,2022,17
La Cumbre MS,4/1/2022,Xan,1,1500,1506,17,1,light breeze,partly cloudy,UFI,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,63,4,2022,17
La Cumbre MS,4/1/2022,Xan,1,1500,1506,17,1,light breeze,partly cloudy,Hemiptera,Miridae/Capsidae,Calendula sp.,1,,,Cells to the right autofill; don't enter data,63,4,2022,17
La Cumbre MS,4/1/2022,Xan,1,1500,1506,17,1,light breeze,partly cloudy,HB,Apis mellifera,Calendula sp.,1,,,Cells to the right autofill; don't enter data,63,4,2022,17
La Cumbre MS,4/1/2022,Xan,2,1508,1517,17,1,light breeze,partly cloudy,Hemiptera,Miridae/Capsidae,Calendula sp.,4,,,Cells to the right autofill; don't enter data,63,4,2022,17
La Cumbre MS,4/1/2022,Xan,2,1508,1517,17,1,light breeze,partly cloudy,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,63,4,2022,17
La Cumbre MS,4/1/2022,Xan,2,1508,1517,17,1,light breeze,partly cloudy,UFI,,Medicago polymorpha,1,,,Cells to the right autofill; don't enter data,63,4,2022,17
La Cumbre MS,4/1/2022,Xan,3,1526,1533,17,1,light breeze,partly cloudy,,,,0,no visitors,,Cells to the right autofill; don't enter data,63,4,2022,17
Somos Semillas,4/8/2022,Xan,1,1624,1631,32,1,light breeze,clear,HB,Apis mellifera,Citrus sp.,2,,,Cells to the right autofill; don't enter data,90,4,2022,32
Somos Semillas,4/8/2022,Xan,1,1624,1631,32,1,light breeze,clear,SDB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,90,4,2022,32
Somos Semillas,4/8/2022,Xan,1,1624,1631,32,1,light breeze,clear,HB,Apis mellifera,Lavandula sp.,1,Lavandula stoechas,,Cells to the right autofill; don't enter data,90,4,2022,32
Somos Semillas,4/8/2022,Xan,1,1624,1631,32,1,light breeze,clear,Fly,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,90,4,2022,32
Somos Semillas,4/8/2022,Xan,2,1635,1640,32,1,light breeze,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,90,4,2022,32
Somos Semillas,4/8/2022,Xan,3,1643,1648,32,1,light breeze,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,90,4,2022,32
Somos Semillas,4/8/2022,Xan,4,1649,1652,32,1,light breeze,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,90,4,2022,32
Somos Semillas,4/8/2022,Xan,1,1731,1738,31,1,light breeze,clear,Ant,Formicidae,Citrus sp.,3,,,Cells to the right autofill; don't enter data,88,4,2022,31
Somos Semillas,4/8/2022,Xan,1,1731,1738,31,1,light breeze,clear,HB,Apis mellifera,Citrus sp.,5,,,Cells to the right autofill; don't enter data,88,4,2022,31
Somos Semillas,4/8/2022,Xan,1,1731,1738,31,1,light breeze,clear,Fly,Very so incredibly small like I'm always amazed at just how small!,Citrus sp.,1,,,Cells to the right autofill; don't enter data,88,4,2022,31
Somos Semillas,4/8/2022,Xan,1,1731,1738,31,1,light breeze,clear,Fly,"Shiny, green",Lavandula sp.,1,,,Cells to the right autofill; don't enter data,88,4,2022,31
Somos Semillas,4/8/2022,Xan,1,1731,1738,31,1,light breeze,clear,Ant,Formicidae,Lavandula sp.,5,,,Cells to the right autofill; don't enter data,88,4,2022,31
Somos Semillas,4/8/2022,Xan,2,1739,1744,31,1,light breeze,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,88,4,2022,31
Somos Semillas,4/8/2022,Xan,3,1745,1750,31,1,light breeze,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,88,4,2022,31
Somos Semillas,4/8/2022,Xan,4,1751,1754,31,1,light breeze,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,88,4,2022,31
SBBG,4/10/2022,Xan,1,1543,1553,18,1,light breeze,clear,HB,Apis mellifera,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1543,1553,18,1,light breeze,clear,HB,Apis mellifera,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1543,1553,18,1,light breeze,clear,Bumble,Bombus sp.,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1543,1553,18,1,light breeze,clear,HB,Apis mellifera,Salvia leucophylla,6,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1543,1553,18,1,light breeze,clear,SSB,Halictidae,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,2,1554,1604,18,1,light breeze,clear,UFI,,Sisyrinchium bellum,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,2,1554,1604,18,1,light breeze,clear,Fly,Syrphidae,Sisyrinchium bellum,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,2,1554,1604,18,1,light breeze,clear,Beetle,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,2,1554,1604,18,1,light breeze,clear,Hemiptera,Miridae/Capsidae,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,2,1554,1604,18,1,light breeze,clear,SDB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1636,1646,18,1,light breeze,clear,HB,Apis mellifera,Salvia leucophylla,1,"Salvia leucophylla ""Amythest Bluff""",,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1636,1646,18,1,light breeze,clear,HB,Apis mellifera,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1636,1646,18,1,light breeze,clear,SSB,Halictidae,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1636,1646,18,1,light breeze,clear,HB,Apis mellifera,Salvia leucophylla,2,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,1,1636,1646,18,1,light breeze,clear,Fly,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,2,1647,1657,18,1,light breeze,clear,Hemiptera,Miridae/Capsidae,Eriophyllum confertiflorum,3,,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/10/2022,Xan,2,1647,1657,18,1,light breeze,clear,Hemiptera,Miridae/Capsidae,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,64,4,2022,18
Mesa Harmony,4/13/2022,Xan,1,1318,1328,16,1,light breeze,clear,HB,Apis mellifera,Calendula sp.,9,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1318,1328,16,1,light breeze,clear,HB,Apis mellifera,Lavandula stoechas,7,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1318,1328,16,1,light breeze,clear,UFI,,Lavandula stoechas,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1318,1328,16,1,light breeze,clear,Hemiptera,Miridae/Capsidae,Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1318,1328,16,1,light breeze,clear,Fly,Syrphidae,Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,2,1329,1339,16,1,light breeze,clear,HB,Apis mellifera,Calendula sp.,7,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,2,1329,1339,16,1,light breeze,clear,Moth/Butterfly,Larva,Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1522,1532,16,1,light breeze,clear,Moth/Butterfly,Adult,Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1522,1532,16,1,light breeze,clear,HB,Apis mellifera,Calendula sp.,9,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1522,1532,16,1,light breeze,clear,Fly,"Green, metallic",Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1522,1532,16,1,light breeze,clear,HB,Apis mellifera,Lavandula stoechas,7,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1522,1532,16,1,light breeze,clear,SDB,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,1,1522,1532,16,1,light breeze,clear,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
Mesa Harmony,4/13/2022,Xan,2,1533,1543,16,1,light breeze,clear,HB,Apis mellifera,Calendula sp.,10,,,Cells to the right autofill; don't enter data,61,4,2022,16
La Cumbre MS,4/15/2022,Xan,1,1425,1431,18,1,light breeze,partly cloudy,Fly,Syrphidae,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,1,1425,1431,16,1,light breeze,partly cloudy,Fly,Syrphidae,Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,4,2022,16
La Cumbre MS,4/15/2022,Xan,2,1432,1441,18,1,light breeze,partly cloudy,SSB,,Salvia leucantha,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,2,1432,1441,18,1,light breeze,partly cloudy,Fly,Syrphidae,Oxalis stricta,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,2,1432,1441,18,1,light breeze,partly cloudy,HB,Apis mellifera,Calendula sp.,3,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,2,1432,1441,18,1,light breeze,partly cloudy,HB,Apis mellifera,Malva sp.,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,3,1446,1452,18,1,light breeze,partly cloudy,,,,0,no visitors,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,1,1543,1549,18,1,light breeze,partly cloudy,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,1,1543,1549,18,1,light breeze,partly cloudy,Hemiptera,Miridae/Capsidae,Calendula sp.,2,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,2,1550,1559,18,1,light breeze,partly cloudy,HB,Apis mellifera,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,2,1550,1559,18,1,light breeze,partly cloudy,SDB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,2,1550,1559,18,1,light breeze,partly cloudy,Fly,Syrphidae,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,4,2022,18
La Cumbre MS,4/15/2022,Xan,3,1600,1605,18,1,light breeze,partly cloudy,,,,0,no visitors,,Cells to the right autofill; don't enter data,64,4,2022,18
SBBG,4/29/2022,Xan,1,1339,1349,19,1,light breeze,clear,HB,Apis mellifera,Eriogonum fasiculatum,4,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1339,1349,19,1,light breeze,clear,Bumble,Bombus sp.,Salvia leucophylla,2,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1339,1349,19,1,light breeze,clear,HB,Apis mellifera,Salvia leucophylla,4,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1339,1349,19,1,light breeze,clear,Other Bee,native bee,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1339,1349,19,1,light breeze,clear,SDB,greenish in color,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,Other Bee,,Malacothamnus palmeri,3,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,SDB,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,HB,Apis mellifera,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,UFI,UFI,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,Other Bee,unknown bee,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,HB,Apis mellifera,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,HB,Apis mellifera,Salvia sp.,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,HB,Apis mellifera,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,SDB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,HB,Apis mellifera,Salvia 'Bon Bon',3,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,SSB,,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,SDB,,Phacelia sp.,,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1351,1401,19,1,light breeze,clear,Fly,Syrphidae,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1435,1445,19,1,light breeze,clear,HB,Apis mellifera,Eriogonum fasiculatum,3,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1435,1445,19,1,light breeze,clear,HB,Apis mellifera,Salvia leucophylla,3,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1435,1445,19,1,light breeze,clear,Other Bee,native bee,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1435,1445,19,1,light breeze,clear,SDB,greenish-hue,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1435,1445,19,1,light breeze,clear,Other Bee,native bee,Sisyrinchium bellum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,1,1435,1445,19,1,light breeze,clear,Moth/Butterfly,Lepidopteran,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,Other Bee,small fuzzy bee,Malacothamnus palmeri,3,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,SSB,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,Hemiptera,Plant Bug,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,SDB,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,HB,Apis mellifera,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,Moth/Butterfly,Lepidopteran,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,SDB,,Salvia mellifera,2,,,Cells to the right autofill; don't enter data,66,4,2022,19
SBBG,4/29/2022,Xan,2,1447,1457,19,1,light breeze,clear,HB,Apis mellifera,Salvia 'Bon Bon',1,,,Cells to the right autofill; don't enter data,66,4,2022,19
Mesa Harmony,5/10/2022,Xan,1,1526,1536,19,2,gusty,clear,HB,Apis mellifera,Calendula sp.,2,,,Cells to the right autofill; don't enter data,66,5,2022,19
Mesa Harmony,5/10/2022,Xan,1,1526,1536,19,2,gusty,clear,UFI,UFI,Calendula sp.,1,,,Cells to the right autofill; don't enter data,66,5,2022,19
